V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,consent,support_inequality1,support_inequality2,support_inequality3,support_inequality4,support_inequality5,lvl1,lvl2,lvl3,lvl4,growth1,growth2,growth3,growth4,fix1,fix2,fix3,fix4,fix5,fix6,fix7,bjw1,bjw2,bjw3,bjw4,bjw5,bjw6,bjw7,bjw8,bjw9,bjw10,bjw11,bjw12,bjw13,bjw14,bjw15,bjw16,bjw17,bjw18,redist1,redist2,redist3,redist4,govresp,eq.desire,govresp2,competent,confident,independent,competitive,intelligent,tolerant,warm,goodnatured,sincere,wg1,wg2,wg3,wg4,wg5,emp1,emp2,emp3,emp4,emp5,emp6,pt1,pt2,pt3,free_will1,free_will2,free_will3,free_will4,free_will5,Q26,sd1,sd2,sd3,sd4,sd5,sd6,sd7,sd8,sd9,sd10,sd11,sd12,sd13,oc1,oc2,oc3,oc4,oc5,oc6,oc7,oc8,oc9,oc10,oc11,oc12,oc13,oc14,oc15,gender,age,ethnicity,income,ideology,soc.iss,econ.iss,partyID,debrief
R_56WJSuVX7Pz5X7f,Default Response Set,Anonymous,,,104.52.25.66,0,17-07-25 12:08,17-07-25 12:15,1,1,6,7,7,1,1,2,1,7,6,6,7,2,5,2,1,2,1,5,1,6,2,1,2,2,4,5,4,2,4,4,4,4,4,2,4,4,5,4,4,4,3,4,8,1,5,5,4,5,2,4,5,5,5,4,5,1,6,7,2,1,4,5,1,1,1,5,5,4,5,5,6,5,5,1,2,2,2,2,1,2,1,2,1,1,2,2,1,7,1,7,2,7,7,7,7,1,6,7,7,7,1,7,2,42,Mixed,4,3,3,3,1,1
R_8H9FYHcA8lPKRzD,Default Response Set,Anonymous,,,76.22.183.168,0,17-07-25 11:59,17-07-25 12:15,1,1,5,6,7,2,2,2,2,5,6,4,4,6,4,2,2,5,2,2,2,6,4,3,3,3,4,4,4,2,2,3,2,3,3,3,2,3,3,3,4,3,3,3,5,5,4,3,2,3,3,3,3,3,3,3,2,2,3,4,6,2,4,4,2,2,2,4,3,3,4,5,3,3,3,1,2,2,1,1,2,2,2,2,2,2,2,2,2,6,1,5,1,5,6,6,6,6,6,6,2,5,1,6,2,18,Black,3,2,2,4,1,1
R_3XfApi2OQHb5L6Z,Default Response Set,Anonymous,,,100.12.208.250,0,17-07-25 12:09,17-07-25 12:15,1,1,5,5,6,4,3,5,3,4,4,6,3,5,2,3,3,5,3,5,3,5,4,4,4,2,2,4,3,3,2,2,4,3,2,3,2,2,2,2,4,4,4,4,7,3,4,3,3,5,4,3,2,4,4,4,1,1,2,2,4,2,5,5,2,1,1,3,3,4,5,5,3,3,3,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,3,1,4,4,7,6,7,5,5,2,7,1,7,1,26,Asian,3,2,2,2,2,1
R_bJl4AvHGsxKLuwl,Default Response Set,Anonymous,,,73.231.182.170,0,17-07-25 12:08,17-07-25 12:15,1,1,3,3,3,3,4,5,3,3,3,4,3,5,2,3,3,4,4,4,4,5,2,4,4,2,2,4,3,3,4,3,4,2,2,2,4,3,3,3,3,3,2,3,3,5,3,3,2,2,3,3,2,3,3,3,3,3,4,4,5,2,2,4,2,2,2,4,3,4,5,5,4,5,5,1,1,1,1,2,2,2,1,1,2,2,2,2,1,5,1,4,1,3,6,6,6,1,6,6,2,6,2,6,2,54,Asian,7,7,7,6,3,1
R_0SPgDRfPDV0NX8x,Default Response Set,Anonymous,,,174.198.14.171,0,17-07-25 12:11,17-07-25 12:15,1,1,4,4,5,2,3,4,5,6,5,4,2,4,5,4,5,6,6,3,3,6,3,4,2,3,3,2,4,3,4,2,2,3,2,3,4,4,2,3,2,2,2,2,6,5,4,3,4,2,3,3,4,2,4,4,3,3,4,3,4,4,3,2,3,4,4,4,4,3,4,4,6,5,2,1,2,1,1,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,35,white,4,2,2,2,1,1
R_6rPVkhmGaNifSvP,Default Response Set,Anonymous,,,66.209.131.40,0,17-07-25 12:08,17-07-25 12:15,1,1,6,6,6,2,2,1,2,4,6,3,6,2,5,2,3,7,7,5,2,6,4,1,2,3,4,2,3,4,2,3,2,2,3,3,4,4,3,3,4,4,3,4,9,3,4,4,3,4,3,3,4,4,4,4,6,6,6,6,2,2,4,4,1,1,1,4,4,4,5,7,2,5,2,1,2,1,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,5,5,5,5,4,4,4,4,1,5,2,32,Caucasian,5,5,4,4,3,1
R_1XtgnhH09IoVEah,Default Response Set,Anonymous,,,104.238.46.4,0,17-07-25 12:04,17-07-25 12:15,1,1,6,6,7,2,1,2,2,1,6,6,7,2,6,1,2,4,3,4,1,7,4,4,4,5,4,4,3,4,5,3,4,4,5,4,4,3,4,3,4,4,4,4,3,1,5,3,2,2,1,3,3,3,3,4,2,1,2,4,6,3,4,4,1,1,2,3,3,2,6,6,5,5,5,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,5,1,3,5,5,4,1,3,4,1,1,1,5,1,24,African American,4,2,5,2,1,1
R_cIx53kmfRNknapT,Default Response Set,Anonymous,,,73.251.153.160,0,17-07-25 12:07,17-07-25 12:15,1,1,7,6,6,3,1,3,1,6,7,5,5,2,5,2,1,5,1,5,2,6,4,3,4,4,4,4,3,3,3,4,3,4,3,3,4,4,3,4,3,4,3,4,6,4,4,2,2,3,4,2,2,3,3,4,1,5,1,4,7,3,4,4,1,3,1,3,2,3,4,7,5,5,5,1,1,1,1,2,2,2,2,1,2,2,1,1,2,3,1,2,1,3,5,4,4,4,4,4,5,3,1,5,2,30,white,1,3,3,3,1,1
R_eu6kCMIfojZN48J,Default Response Set,Anonymous,,,216.81.94.75,0,17-07-25 12:06,17-07-25 12:15,1,1,4,6,6,2,2,2,2,6,6,6,5,3,2,2,2,2,2,5,2,6,3,2,3,2,4,4,3,3,3,4,2,3,3,3,3,3,3,3,3,3,4,4,2,2,4,3,3,3,3,3,3,3,4,3,2,1,2,2,6,2,3,3,4,,2,3,3,3,5,5,3,5,5,1,2,2,2,2,2,1,1,2,1,1,2,1,1,3,6,6,1,3,6,6,1,1,1,4,4,1,1,6,2,34,Black,14,3,3,3,2,1
R_0i8meWuktxPU1x3,Default Response Set,Anonymous,,,73.242.254.57,0,17-07-25 12:09,17-07-25 12:15,1,1,5,6,6,3,2,3,3,5,5,5,4,4,4,3,3,5,3,4,3,5,3,3,2,3,4,4,3,2,3,4,3,4,3,4,3,4,4,4,3,3,2,2,2,5,3,4,2,3,2,3,4,3,4,4,1,1,1,1,7,2,4,5,1,1,1,5,5,5,5,5,5,5,5,1,2,1,1,1,1,1,1,2,1,2,1,2,2,4,1,5,2,5,6,4,5,3,2,4,5,4,1,6,2,53,Caucasian,1,3,3,3,2,1
R_9MPCZXFPeTNehU1,Default Response Set,Anonymous,,,128.205.143.156,0,17-07-25 12:14,17-07-25 12:16,1,1,5,4,5,5,4,4,4,5,5,5,4,5,5,5,5,5,4,5,5,5,3,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,5,6,3,3,4,4,3,4,3,3,3,3,5,4,5,4,5,3,3,4,4,4,3,3,3,4,4,4,5,5,4,1,1,1,2,1,1,1,1,1,1,1,1,1,2,4,4,4,5,5,5,4,5,5,3,3,2,2,2,5,1,21,White,1,4,4,4,2,1
R_57rVrZ8WqNpPYyh,Default Response Set,Anonymous,,,24.118.232.15,0,17-07-25 12:08,17-07-25 12:16,1,1,5,5,5,2,2,3,2,4,5,5,4,4,5,3,3,6,3,5,3,5,2,1,3,1,1,3,2,2,2,2,2,2,4,3,1,4,3,3,3,3,3,3,5,5,3,3,4,2,3,4,3,4,4,4,3,3,1,3,7,3,3,3,3,1,2,3,3,2,4,5,3,4,4,1,1,1,1,2,2,1,1,1,2,2,2,1,2,4,1,2,1,4,4,1,5,5,4,4,4,4,1,4,2,51,american,3,6,2,7,2,1
R_1ZK3ArBVBPeFCBf,Default Response Set,Anonymous,,,73.172.195.155,0,17-07-25 12:07,17-07-25 12:16,1,1,5,6,4,2,2,2,2,5,6,6,5,2,6,5,5,6,6,2,5,3,2,2,4,2,4,4,4,4,4,4,4,4,4,4,2,4,4,4,3,3,3,3,3,4,4,2,2,3,2,2,3,3,3,3,2,2,4,4,6,2,4,4,2,2,2,4,4,4,6,6,6,6,6,1,2,1,1,1,2,1,2,1,2,2,1,1,2,2,6,6,4,6,6,6,6,6,6,6,6,1,1,6,1,34,white,8,3,3,3,1,1
R_3yB4VqowtcHBmsJ,Default Response Set,Anonymous,,,108.222.186.204,0,17-07-25 12:07,17-07-25 12:16,1,1,4,4,5,3,3,3,3,5,5,6,3,4,2,2,3,3,4,5,2,6,2,2,4,3,4,3,3,4,2,4,3,4,4,4,3,4,3,3,3,3,2,2,3,5,3,3,1,2,1,3,3,3,3,3,2,2,5,5,4,2,4,5,2,2,1,3,3,3,6,6,5,6,5,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,3,2,2,2,3,2,1,2,1,2,1,1,1,3,2,34,White,3,4,4,4,2,1
R_ekRhTae8XzQ8bt3,Default Response Set,Anonymous,,,73.161.191.25,0,17-07-25 12:08,17-07-25 12:16,1,1,7,7,7,2,1,1,1,5,7,1,7,1,7,1,7,2,1,6,1,7,1,2,3,1,3,1,2,3,3,4,3,2,2,1,1,2,2,1,4,4,4,4,10,1,5,5,5,4,3,5,5,4,4,4,1,1,7,7,4,1,5,5,1,1,1,5,4,4,7,7,5,5,5,1,2,1,1,1,1,1,1,2,1,2,1,2,2,2,2,4,5,7,7,7,7,2,7,7,7,7,2,7,2,27,Caucasian,5,2,2,2,2,1
R_8Hf45jFtb0dvdhH,Default Response Set,Anonymous,,,107.77.198.156,0,17-07-25 12:10,17-07-25 12:17,1,1,6,6,5,1,1,3,2,5,6,3,6,2,2,1,1,5,1,4,1,7,3,2,3,3,5,4,4,3,1,4,1,3,3,5,3,5,5,4,4,3,4,4,7,3,4,3,1,2,2,2,3,3,4,5,2,4,2,1,6,2,4,4,3,2,2,3,4,3,5,5,4,6,7,1,2,1,1,1,2,1,2,1,2,2,1,1,2,7,1,5,1,4,7,6,7,3,6,3,6,6,1,6,1,26,White ,5,2,2,4,1,1
R_0J1HqyMnO9UdrxP,Default Response Set,Anonymous,,,12.181.18.130,0,17-07-25 12:11,17-07-25 12:17,1,1,5,5,4,3,2,3,2,3,6,4,6,3,6,3,3,5,4,3,3,5,3,2,3,2,3,3,3,3,3,4,3,3,3,4,2,3,3,3,3,3,3,3,4,4,3,3,1,2,3,3,2,2,2,2,1,1,1,1,7,3,4,4,1,2,1,2,3,3,4,6,4,6,4,1,2,1,2,2,1,2,1,2,1,2,1,1,1,1,1,6,1,6,7,2,6,6,6,6,7,6,1,7,2,34,white,4,4,2,4,2,1
R_1Xp41yqFyZW2im9,Default Response Set,Anonymous,,,66.225.115.10,0,17-07-25 12:08,17-07-25 12:17,1,1,5,6,6,2,1,4,3,2,3,5,3,6,1,2,2,6,3,2,3,6,2,2,1,1,4,5,4,1,1,3,2,3,5,4,2,4,4,4,3,3,2,2,6,6,4,4,1,3,3,4,4,3,3,4,7,4,6,6,3,4,4,5,1,1,1,5,5,5,3,5,5,6,5,1,1,1,2,1,2,1,2,2,1,1,1,2,1,7,1,7,5,7,7,7,7,7,7,7,7,7,5,7,2,24,Caucasian,7,4,3,5,2,1
R_8dYiKpLdoVQLhxH,Default Response Set,Anonymous,,,98.214.237.154,0,17-07-25 12:07,17-07-25 12:17,1,1,7,7,7,1,1,1,1,7,7,2,7,1,7,2,3,3,1,2,2,6,3,2,2,4,4,3,3,3,3,4,3,3,3,3,3,4,4,3,4,4,4,4,6,1,4,3,3,3,3,4,4,4,4,4,1,1,1,6,1,2,4,5,1,1,1,5,5,5,7,7,7,7,6,1,1,2,1,1,1,1,1,2,1,2,2,2,2,3,1,7,3,4,6,6,5,5,5,6,6,3,1,6,1,42,caucasian,3,2,1,2,1,1
R_daK353A4dPgfW9n,Default Response Set,Anonymous,,,172.11.220.144,0,17-07-25 12:02,17-07-25 12:17,1,1,6,5,6,2,2,4,3,3,5,5,5,3,5,3,2,2,4,3,3,2,3,3,3,2,3,3,2,3,3,3,2,4,3,3,2,3,3,3,4,4,3,3,5,4,4,3,3,2,4,3,3,4,4,3,1,1,2,1,6,2,4,3,4,2,2,1,2,1,5,6,6,7,6,1,1,1,1,2,1,2,2,2,1,1,2,1,2,6,1,5,1,6,7,7,7,1,6,6,1,6,1,7,1,35,white,2,4,4,4,2,1
R_0JmGde2JXLItixn,Default Response Set,Anonymous,,,72.198.74.135,0,17-07-25 12:12,17-07-25 12:17,1,1,7,7,7,1,1,1,1,7,7,1,7,1,7,1,1,5,1,7,1,7,3,3,3,3,4,3,4,3,3,3,3,3,2,3,3,3,2,3,4,4,4,4,10,1,5,3,3,2,3,3,3,3,2,3,2,2,2,2,2,4,3,4,2,2,2,3,3,3,6,6,6,6,6,1,1,1,1,1,2,1,1,2,2,2,1,1,2,6,1,5,3,6,6,7,7,7,7,6,7,7,3,7,1,55,white,3,1,1,1,1,1
R_9txLP7DlB9VbNRz,Default Response Set,Anonymous,,,69.55.115.165,0,17-07-25 12:11,17-07-25 12:18,1,1,5,5,5,3,3,1,3,5,5,3,5,2,5,2,1,2,2,5,3,5,1,3,2,2,2,3,3,3,2,2,3,3,3,3,2,2,3,3,4,3,3,3,4,2,4,3,2,3,2,3,3,2,3,3,1,1,2,3,2,4,2,4,3,2,2,3,3,3,4,3,3,2,3,1,2,2,2,2,1,2,1,2,1,1,1,2,1,5,1,2,2,1,5,2,4,1,5,4,3,2,1,6,1,38,white,2,4,4,4,1,1
R_1BQAECpo4qdLyVD,Default Response Set,Anonymous,,,54.236.116.123,0,17-07-25 12:09,17-07-25 12:18,1,1,5,5,6,3,2,4,3,6,6,3,5,3,5,2,3,5,2,4,2,6,4,2,4,3,4,3,4,2,3,4,3,4,4,4,3,4,5,4,3,3,3,3,7,3,4,3,1,2,2,3,3,3,3,4,2,2,2,3,5,2,4,4,2,2,1,2,4,3,6,6,5,6,5,1,1,1,1,1,2,1,1,2,1,2,1,1,2,4,2,3,2,4,4,3,4,4,1,2,5,4,3,5,1,32,white,9,4,3,4,2,1
R_blQOkX9LGbi9Vdj,Default Response Set,Anonymous,,,161.69.22.122,0,17-07-25 12:11,17-07-25 12:18,1,1,6,5,6,4,2,3,2,5,5,5,5,3,4,2,2,3,2,2,2,5,2,2,2,4,4,4,4,4,2,4,4,4,4,2,3,4,4,4,3,3,3,3,8,6,4,2,3,2,3,2,3,3,2,2,4,5,3,5,4,2,4,4,2,2,2,4,4,4,6,2,3,6,6,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,7,1,1,4,4,4,1,1,1,1,1,1,6,2,25,Black,5,4,4,4,1,1
R_72syMinDi9hRPPD,Default Response Set,Anonymous,,,131.94.186.13,0,17-07-25 12:04,17-07-25 12:18,1,1,5,6,7,2,1,3,2,5,5,5,5,4,4,1,1,2,2,3,2,7,2,3,3,2,4,5,4,4,3,3,4,5,4,3,4,3,4,4,4,4,4,3,7,4,5,4,2,2,3,2,3,4,4,4,4,5,5,5,6,4,3,5,2,2,1,3,2,4,2,5,4,5,2,1,1,2,2,2,2,1,2,2,1,2,1,2,1,6,1,5,3,5,6,6,6,7,3,3,3,5,2,7,1,20,Hispanic,4,1,1,2,4,1
R_cNmzn90Ske58oRf,Default Response Set,Anonymous,,,50.243.47.234,0,17-07-25 12:08,17-07-25 12:18,1,1,6,7,6,2,2,2,2,6,6,5,7,2,4,2,2,3,3,5,2,6,2,4,4,3,3,4,3,4,4,3,4,3,4,3,3,3,3,3,3,3,3,3,8,1,5,3,3,3,3,3,3,3,3,3,1,1,1,1,7,2,4,4,2,3,2,3,3,3,5,5,4,5,5,1,2,1,2,2,1,1,1,1,1,2,1,1,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,33,white,6,5,5,5,3,1
R_eDRzs9ATdoK3OWV,Default Response Set,Anonymous,,,66.222.62.105,0,17-07-25 12:14,17-07-25 12:18,1,1,5,5,5,3,3,3,3,5,5,4,5,3,4,3,3,3,3,5,3,5,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,5,5,4,3,3,3,3,3,3,3,3,3,1,1,4,1,7,3,3,3,3,3,3,3,3,3,5,5,5,5,5,1,1,1,1,1,1,1,1,1,2,2,1,1,2,7,1,4,1,1,7,1,1,1,4,4,1,1,1,4,1,29,White,1,5,4,5,2,1
R_bDCXYrEKTcztMu9,Default Response Set,Anonymous,,,184.183.28.233,0,17-07-25 11:59,17-07-25 12:19,1,1,5,5,5,3,3,4,3,4,5,4,4,3,4,3,4,4,3,4,3,5,3,2,4,3,4,4,4,4,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,4,4,3,2,3,3,2,2,4,3,3,3,4,3,3,4,2,4,4,2,2,2,4,4,4,4,4,4,5,5,1,2,2,2,2,1,1,1,2,1,2,1,1,2,6,3,5,4,5,5,5,5,5,5,5,6,5,2,5,1,41,EurAsian,11,4,3,5,2,1
R_4ZAyrWdPFZbXVnD,Default Response Set,Anonymous,,,66.85.185.90,0,17-07-25 12:09,17-07-25 12:19,1,1,5,6,5,1,1,1,1,7,6,6,6,1,3,1,1,5,2,3,2,6,4,3,4,4,4,5,5,5,4,4,4,5,3,4,4,2,4,3,3,3,4,4,10,1,4,4,3,3,4,4,4,4,3,3,1,1,5,5,4,4,4,5,2,1,1,4,4,4,7,6,2,5,2,1,1,1,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,3,4,3,4,1,1,1,1,4,2,33,asian,3,2,2,2,1,1
R_5jxfLkM8I9t41RH,Default Response Set,Anonymous,,,50.233.219.26,0,17-07-25 12:13,17-07-25 12:19,1,1,6,6,6,4,2,4,3,5,5,4,4,3,4,3,3,6,3,2,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,7,3,3,2,1,3,3,2,3,3,3,4,4,4,4,4,2,4,4,2,2,2,3,3,3,5,5,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,6,6,6,6,4,4,4,4,4,6,2,27,white,13,3,3,3,1,1
R_a4UU7cusXCcUAVT,Default Response Set,Anonymous,,,128.173.67.190,0,17-07-25 12:06,17-07-25 12:19,1,1,6,6,6,2,2,6,2,4,6,4,6,3,6,3,3,4,3,4,3,6,4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,4,4,3,4,4,4,4,6,2,4,4,4,4,3,4,4,4,4,4,3,1,3,4,5,2,4,4,2,2,2,4,4,4,4,4,4,4,4,1,1,2,2,2,1,1,1,2,1,2,2,2,2,1,4,1,1,5,5,5,5,5,2,5,4,5,2,5,2,29,White,3,2,2,2,1,1
R_40D4qjN21IFGf9H,Default Response Set,Anonymous,,,67.221.143.78,0,17-07-25 12:06,17-07-25 12:19,1,1,7,7,6,1,1,2,1,7,7,2,6,1,5,1,1,3,3,5,1,7,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,4,4,3,3,9,3,5,4,1,3,2,3,4,4,4,4,1,1,5,5,7,2,5,4,1,1,1,3,3,3,4,6,2,5,4,1,1,2,1,1,1,2,1,2,1,1,1,2,1,6,1,7,1,5,7,7,7,7,6,5,6,5,1,6,2,26,caucasian,5,2,2,2,1,1
R_89cFirpVOsdPgvr,Default Response Set,Anonymous,,,73.67.78.167,0,17-07-25 12:10,17-07-25 12:19,1,1,6,6,6,2,2,2,2,7,6,5,5,2,5,2,2,4,3,2,2,6,2,3,4,3,4,4,4,3,2,4,3,3,3,3,3,4,4,4,2,2,3,3,6,6,3,2,1,2,1,2,3,2,2,3,2,3,5,5,5,4,4,4,4,3,1,2,2,2,6,5,6,6,6,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,6,4,1,3,6,2,3,4,3,2,2,3,1,6,2,23,Asian,1,4,4,4,2,1
R_8l86INf8S1kW6nr,Default Response Set,Anonymous,,,184.101.224.51,0,17-07-25 12:08,17-07-25 12:19,1,1,6,6,6,6,1,2,2,6,6,2,5,2,4,1,1,1,1,1,1,6,1,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,2,5,1,3,1,1,1,1,2,2,2,2,2,2,2,6,2,2,2,4,3,3,3,3,2,2,1,6,6,6,6,6,1,2,2,2,2,1,2,1,2,1,2,2,2,2,7,1,4,1,4,7,7,4,1,4,4,1,4,4,4,1,19,Hispanic,8,4,4,4,2,1
R_3Id5YEaNz50lUIl,Default Response Set,Anonymous,,,138.254.99.51,0,17-07-25 12:15,17-07-25 12:19,1,1,7,5,6,3,5,6,6,4,4,7,3,7,5,4,6,6,5,7,2,5,4,3,3,4,3,4,5,3,2,4,4,4,5,4,5,2,4,3,3,2,1,3,8,5,4,5,5,5,5,5,5,5,5,5,6,6,3,6,4,4,2,2,4,5,5,4,4,5,6,3,2,4,6,1,2,1,1,2,2,1,1,1,1,2,1,2,2,6,1,5,1,5,6,5,5,5,6,5,6,5,1,6,1,29,white,6,6,6,6,3,1
R_3JMgcVDcITz3itf,Default Response Set,Anonymous,,,67.84.194.240,0,17-07-25 12:11,17-07-25 12:20,1,1,5,7,6,1,1,2,1,4,7,5,4,4,4,1,4,5,5,3,2,7,3,4,4,2,3,3,3,3,4,4,4,4,4,3,2,2,3,3,4,4,4,4,8,4,5,4,2,2,3,3,4,3,3,3,4,2,6,7,3,3,4,5,2,2,2,4,3,3,5,5,2,4,5,1,1,1,1,1,1,2,1,2,2,2,1,1,2,3,2,2,2,5,5,6,6,4,6,6,4,6,4,6,1,23,Black,6,2,2,2,2,1
R_7X1DhdHy9QDjA1L,Default Response Set,Anonymous,,,107.77.206.168,0,17-07-25 12:08,17-07-25 12:20,1,1,6,7,6,2,1,1,1,5,6,4,5,2,4,1,3,4,4,3,1,6,2,3,2,2,3,3,3,3,2,2,2,3,2,3,2,2,3,3,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,1,6,6,1,2,4,5,1,3,1,5,4,3,4,5,2,2,3,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,1,2,3,2,2,1,2,2,1,3,1,4,2,41,white,3,1,1,1,1,1
R_2gK1QPfi5ZbGndj,Default Response Set,Anonymous,,,71.219.182.16,0,17-07-25 12:13,17-07-25 12:20,1,1,7,7,6,2,1,2,2,5,7,5,6,2,3,2,2,5,4,3,2,7,2,3,2,3,4,4,4,3,2,4,3,4,2,3,2,4,4,4,4,4,3,3,7,1,5,4,2,2,4,4,3,3,4,4,5,3,6,7,3,2,4,5,1,2,1,3,4,2,4,5,2,5,3,1,2,1,1,2,1,2,1,2,1,2,1,2,1,6,1,3,1,6,6,5,6,4,6,5,4,6,1,5,2,30,Caucasian,1,1,1,1,1,1
R_1FgC2V8f1IFjqRv,Default Response Set,Anonymous,,,50.252.193.85,0,17-07-25 12:09,17-07-25 12:20,1,1,4,5,5,3,2,4,2,5,5,5,5,3,5,2,3,5,4,5,3,6,3,2,4,3,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,3,3,3,3,7,3,3,3,3,3,4,3,3,3,4,5,2,5,4,6,2,4,4,2,1,1,5,5,5,6,6,5,3,5,1,2,1,1,2,1,1,1,2,1,2,1,1,1,2,1,4,4,4,5,6,5,3,4,4,2,4,1,5,2,33,White,12,3,3,3,1,1
R_bQ3SScM1mywRi4Z,Default Response Set,Anonymous,,,97.106.241.182,0,17-07-25 12:14,17-07-25 12:20,1,1,6,6,6,4,2,2,2,6,6,6,6,6,6,2,2,5,3,6,2,6,4,4,4,4,4,4,4,3,4,4,4,4,3,2,4,4,4,4,3,3,3,3,1,2,4,4,2,4,2,3,3,3,3,3,2,2,2,2,2,2,4,4,2,2,2,4,4,4,6,6,5,5,5,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,5,1,3,6,1,3,5,1,3,4,2,1,6,1,32,white,5,6,7,7,3,1
R_eh3TCnKzo0vez8p,Default Response Set,Anonymous,,,107.135.198.73,0,17-07-25 12:13,17-07-25 12:20,1,1,5,3,4,3,4,6,5,3,3,7,3,3,1,3,5,7,7,1,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,4,6,3,3,2,1,2,3,3,2,3,3,1,1,1,2,6,2,4,4,3,2,1,4,4,4,6,6,5,6,6,1,2,1,2,2,1,2,1,2,2,2,1,1,1,2,1,5,1,5,7,7,7,7,2,2,5,5,1,7,2,33,white,3,5,5,5,3,1
R_00nJkMTKCowLqlf,Default Response Set,Anonymous,,,64.22.228.164,0,17-07-25 12:12,17-07-25 12:21,1,1,6,6,7,2,2,3,2,5,6,5,4,3,3,3,3,6,3,5,3,3,3,4,3,3,4,4,3,3,4,3,3,4,3,2,4,3,4,3,4,4,4,4,8,2,4,2,2,2,2,2,3,3,3,3,2,2,5,2,6,2,4,3,1,3,1,2,2,1,6,6,5,5,3,1,1,1,1,2,2,2,1,2,1,2,1,1,2,6,1,6,3,6,7,7,7,7,6,6,1,6,2,7,1,37,White,4,4,6,2,2,1
R_87KfWRHLUbwekU5,Default Response Set,Anonymous,,,71.120.118.53,0,17-07-25 12:07,17-07-25 12:21,1,1,1,1,4,4,4,7,4,1,4,4,7,7,7,1,4,4,4,7,4,4,5,3,3,5,5,5,5,3,3,3,3,5,5,3,5,5,5,3,4,4,4,4,5,1,3,5,5,5,5,5,5,5,5,5,4,4,4,7,4,1,5,5,1,1,1,5,5,1,7,7,7,7,7,1,2,2,2,2,1,2,1,2,1,1,2,2,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,7,2,42,USA,4,4,4,4,2,1
R_eONs3vdOGH0M9Zb,Default Response Set,Anonymous,,,99.47.106.177,0,17-07-25 12:10,17-07-25 12:21,1,1,4,4,4,5,4,3,4,4,4,6,2,2,2,4,4,6,6,4,4,5,2,2,1,1,3,3,3,2,3,3,2,3,3,4,3,3,4,4,3,3,3,3,4,5,2,3,2,2,3,4,4,4,4,4,2,2,2,2,6,2,4,4,2,1,1,4,3,2,6,6,5,5,6,1,2,1,1,2,2,1,2,1,2,2,2,1,2,1,1,3,1,4,6,5,4,6,6,6,7,6,1,7,2,61,white,8,2,2,2,2,1
R_1SKvGsIkZFRVLBX,Default Response Set,Anonymous,,,45.50.32.97,0,17-07-25 12:12,17-07-25 12:21,1,1,7,5,5,2,2,5,2,3,5,2,5,5,3,2,2,5,5,6,2,6,2,2,3,4,4,5,3,3,4,3,3,2,4,4,2,4,4,3,4,3,4,3,7,7,4,3,2,3,2,3,3,4,3,4,5,2,5,5,4,2,4,4,2,2,2,4,4,4,6,6,6,6,5,1,1,1,2,1,1,1,1,1,2,2,1,2,1,6,6,1,7,7,7,7,7,5,7,6,1,7,1,7,2,25,Hispanic,2,2,2,4,1,1
R_6usuB2NCWnMFGYd,Default Response Set,Anonymous,,,24.223.105.130,0,17-07-25 12:17,17-07-25 12:21,1,1,3,4,3,6,3,3,4,4,4,4,4,5,4,4,4,5,4,5,5,4,3,4,3,3,4,3,3,4,3,4,3,3,4,3,3,3,4,4,2,3,2,2,3,7,3,2,2,2,2,2,2,2,3,3,5,5,4,4,4,3,4,4,4,5,2,3,3,3,6,5,5,4,5,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,3,1,4,4,4,3,2,1,4,3,2,5,1,36,White,9,5,5,5,3,1
